SetID,State,Monthly Net Income,Paycheck Net Income,Rent or Own,Months at Residence,Bank Account Months,Pay Cycle,Loan Amount,Loan Funded Date,Loan Due Date,Duration,FPD,FPDEF
1748,TX,"$11,200.00 ","$5,600.00 ",R,36,6,BiWeekly,$642.05 ,2/12/2018,2/27/2018,15,FALSE,0
1098,CA,"$2,346.00 ","$1,173.00 ",R,192,36,BiWeekly,$300.00 ,3/5/2018,3/16/2018,11,FALSE,0
901,CA,"$1,790.00 ",$895.00 ,R,61,36,BiMonthly,$300.00 ,3/14/2018,3/30/2018,16,FALSE,0
1387,CA,"$9,400.00 ","$4,700.00 ",R,184,36,BiWeekly,$300.00 ,2/23/2018,3/9/2018,14,FALSE,0
999,TX,"$6,000.00 ","$3,000.00 ",R,120,30,BiWeekly,$385.23 ,3/13/2018,3/28/2018,15,TRUE,1
1649,CA,"$4,500.00 ","$4,500.00 ",R,12,6,Monthly,$117.65 ,2/13/2018,2/23/2018,10,FALSE,0
827,TX,"$3,400.00 ","$3,400.00 ",R,60,60,Monthly,$257.69 ,3/16/2018,4/16/2018,31,FALSE,0
1573,CA,"$13,000.00 ","$6,500.00 ",R,36,18,BiWeekly,$235.30 ,2/15/2018,2/23/2018,8,FALSE,0
78,CA,"$2,500.00 ","$1,250.00 ",R,12,6,BiWeekly,$117.65 ,4/8/2018,4/20/2018,12,FALSE,0
1890,CA,"$3,000.00 ","$3,000.00 ",O,180,30,Monthly,$300.00 ,2/5/2018,3/8/2018,31,TRUE,1
1378,CA,"$2,200.00 ","$1,100.00 ",O,182,12,BiMonthly,$300.00 ,2/24/2018,3/9/2018,13,TRUE,1
391,CA,"$3,000.00 ","$1,500.00 ",R,36,36,BiWeekly,$117.65 ,3/30/2018,4/20/2018,21,FALSE,0
1867,CA,"$2,084.00 ","$1,042.00 ",R,6,6,BiWeekly,$300.00 ,2/5/2018,2/16/2018,11,FALSE,0
1500,TX,"$8,000.00 ","$4,000.00 ",R,170,142,BiWeekly,$642.32 ,2/20/2018,3/9/2018,17,TRUE,1
940,CA,"$5,028.00 ","$5,028.00 ",R,73,12,Monthly,$300.00 ,3/12/2018,3/30/2018,18,FALSE,0
471,CA,$980.00 ,$490.00 ,R,54,36,BiMonthly,$205.89 ,3/28/2018,4/10/2018,13,TRUE,1
99,CA,"$1,092.00 ",$546.00 ,R,134,36,BiWeekly,$300.00 ,4/7/2018,4/20/2018,13,TRUE,1
847,CA,"$1,000.00 ","$1,000.00 ",R,12,6,Monthly,$117.65 ,3/15/2018,3/30/2018,15,TRUE,1
501,TX,"$4,500.00 ","$2,250.00 ",R,121,31,BiWeekly,$642.19 ,3/27/2018,4/12/2018,16,FALSE,0
1603,TX,"$12,000.00 ","$6,000.00 ",R,60,60,BiMonthly,$641.23 ,2/14/2018,2/23/2018,9,TRUE,1
1852,TX,"$4,050.00 ","$2,025.00 ",O,67,36,BiWeekly,$641.36 ,2/6/2018,2/16/2018,10,TRUE,1
979,TX,"$13,000.00 ","$6,500.00 ",R,48,30,BiMonthly,$400.00 ,3/10/2018,3/21/2018,11,FALSE,0
432,CA,"$2,712.00 ","$1,356.00 ",R,78,3,BiWeekly,$300.00 ,3/29/2018,4/11/2018,13,FALSE,0
346,TX,"$5,416.00 ","$2,708.00 ",R,24,24,BiWeekly,$642.05 ,4/1/2018,4/16/2018,15,TRUE,1
1008,CA,"$5,000.00 ","$2,500.00 ",R,12,27,BiWeekly,$117.65 ,3/9/2018,3/26/2018,17,TRUE,1
1397,CA,"$5,808.00 ","$5,808.00 ",O,74,36,Monthly,$300.00 ,2/23/2018,3/26/2018,31,FALSE,0
1619,TX,"$13,000.00 ","$6,500.00 ",R,60,60,BiWeekly,$512.98 ,2/14/2018,2/23/2018,9,FALSE,0
563,CA,"$3,000.00 ",$750.00 ,R,12,6,Weekly,$117.65 ,3/25/2018,4/6/2018,12,FALSE,0
1080,TX,"$3,500.00 ","$3,500.00 ",R,24,24,Monthly,$385.15 ,3/6/2018,3/20/2018,14,FALSE,0
1633,CA,"$15,000.00 ","$7,500.00 ",R,60,60,BiWeekly,$235.30 ,2/14/2018,3/1/2018,15,TRUE,1
894,TX,"$7,200.00 ","$3,600.00 ",R,36,6,BiWeekly,$641.23 ,3/15/2018,3/23/2018,8,FALSE,0
372,CA,"$2,000.00 ",$500.00 ,R,15,15,Weekly,$264.71 ,3/30/2018,4/12/2018,13,FALSE,0
551,CA,"$6,000.00 ","$3,000.00 ",R,60,24,BiWeekly,$117.65 ,3/26/2018,4/12/2018,17,FALSE,0
614,CA,"$2,024.00 ",$506.00 ,R,86,36,Weekly,$300.00 ,3/23/2018,4/6/2018,14,TRUE,1
517,CA,"$1,500.00 ","$1,500.00 ",R,108,6,Monthly,$117.65 ,3/26/2018,4/26/2018,31,FALSE,0
699,CA,"$2,600.00 ","$2,600.00 ",R,24,60,Monthly,$117.65 ,3/20/2018,4/20/2018,31,FALSE,0
660,CA,"$2,500.00 ","$1,250.00 ",R,36,30,BiWeekly,$117.65 ,3/22/2018,4/6/2018,15,TRUE,1
112,CA,"$2,500.00 ","$2,500.00 ",R,108,6,Monthly,$117.65 ,4/11/2018,4/19/2018,8,TRUE,1
1442,CA,"$3,000.00 ","$1,500.00 ",R,12,6,BiWeekly,$117.65 ,2/21/2018,3/2/2018,9,TRUE,1
1810,TX,"$2,000.00 ","$2,000.00 ",R,24,6,Monthly,$641.91 ,2/14/2018,2/28/2018,14,TRUE,1
105,CA,"$4,000.00 ","$2,000.00 ",R,24,12,BiWeekly,$235.30 ,4/7/2018,4/17/2018,10,FALSE,0
1679,TX,"$6,000.00 ","$3,000.00 ",R,120,30,BiWeekly,$641.36 ,2/13/2018,2/23/2018,10,FALSE,0
135,CA,"$3,200.00 ","$1,600.00 ",R,50,22,BiWeekly,$235.30 ,4/6/2018,4/27/2018,21,TRUE,1
325,TX,"$5,000.00 ","$5,000.00 ",R,12,9,Monthly,$256.93 ,4/3/2018,4/20/2018,17,FALSE,0
1215,CA,"$8,750.00 ","$4,375.00 ",R,12,36,BiMonthly,$235.30 ,3/1/2018,3/16/2018,15,FALSE,0
515,CA,"$1,207.00 ","$1,207.00 ",R,26,15,Monthly,$117.65 ,3/26/2018,4/3/2018,8,FALSE,0
1268,CA,"$1,696.00 ",$424.00 ,R,7,6,Weekly,$300.00 ,2/27/2018,3/7/2018,8,FALSE,0
1750,TX,"$11,460.00 ","$5,730.00 ",R,60,73,BiMonthly,$642.19 ,2/13/2018,2/28/2018,15,TRUE,1
919,CA,"$1,980.00 ",$990.00 ,R,218,36,BiWeekly,$300.00 ,3/13/2018,3/23/2018,10,FALSE,0
1871,TX,"$5,000.00 ","$2,500.00 ",R,36,18,BiWeekly,$385.47 ,2/5/2018,2/23/2018,18,FALSE,0
753,CA,"$4,212.00 ","$1,053.00 ",R,67,36,Weekly,$300.00 ,3/19/2018,3/30/2018,11,FALSE,0
70,CA,"$5,000.00 ","$2,500.00 ",R,108,12,BiWeekly,$235.30 ,4/8/2018,4/20/2018,12,FALSE,0
1434,CA,"$1,000.00 ","$1,000.00 ",R,67,36,Monthly,$300.00 ,2/22/2018,3/2/2018,8,FALSE,0
103,CA,"$5,000.00 ","$5,000.00 ",R,108,12,Monthly,$235.30 ,4/7/2018,5/1/2018,24,FALSE,0
1879,CA,"$13,000.00 ","$6,500.00 ",R,48,30,BiWeekly,$235.30 ,2/8/2018,2/16/2018,8,TRUE,1
918,CA,"$1,000.00 ","$1,000.00 ",R,12,6,Monthly,$117.65 ,3/13/2018,3/30/2018,17,TRUE,1
1845,CA,"$1,500.00 ","$1,500.00 ",R,154,36,Monthly,$300.00 ,2/6/2018,3/1/2018,23,FALSE,0
671,CA,"$1,116.00 ",$279.00 ,R,27,15,Weekly,$235.30 ,3/22/2018,3/30/2018,8,TRUE,1
1372,CA,"$1,200.00 ",$600.00 ,R,16,36,BiWeekly,$300.00 ,2/24/2018,3/14/2018,18,TRUE,1
163,CA,"$2,000.00 ","$2,000.00 ",R,12,6,Monthly,$117.65 ,4/5/2018,5/1/2018,26,TRUE,1
1548,TX,"$5,000.00 ","$5,000.00 ",R,36,24,Monthly,$641.91 ,2/15/2018,3/1/2018,14,TRUE,1
785,CA,"$5,000.00 ","$5,000.00 ",R,24,30,Monthly,$117.65 ,3/18/2018,3/30/2018,12,FALSE,0
1097,CA,"$2,500.00 ","$2,500.00 ",R,84,6,Monthly,$117.65 ,3/5/2018,3/14/2018,9,FALSE,0
1795,CA,"$2,558.00 ","$1,279.00 ",R,41,36,BiWeekly,$300.00 ,2/8/2018,2/16/2018,8,FALSE,0
239,CA,"$1,536.00 ",$768.00 ,R,100,36,BiMonthly,$300.00 ,4/4/2018,4/24/2018,20,FALSE,0
1657,CA,"$3,000.00 ","$1,500.00 ",R,12,6,BiWeekly,$117.65 ,2/13/2018,3/1/2018,16,TRUE,1
73,CA,"$2,500.00 ","$1,250.00 ",R,12,12,BiWeekly,$235.30 ,4/12/2018,4/20/2018,8,FALSE,0
1919,CA,"$1,728.00 ",$432.00 ,R,24,36,Weekly,$235.30 ,2/3/2018,2/16/2018,13,FALSE,0
547,CA,"$3,000.00 ","$3,000.00 ",R,48,12,Monthly,$117.65 ,3/26/2018,4/26/2018,31,TRUE,1
476,TX,"$2,183.00 ","$2,183.00 ",R,36,6,Monthly,$644.24 ,3/28/2018,4/27/2018,30,FALSE,0
1059,CA,"$7,000.00 ","$3,500.00 ",R,24,6,BiWeekly,$117.65 ,3/7/2018,3/15/2018,8,FALSE,0
1299,TX,"$3,500.00 ","$3,500.00 ",R,108,6,Monthly,$386.54 ,2/27/2018,3/30/2018,31,TRUE,1
612,CA,"$2,000.00 ","$1,000.00 ",R,24,24,BiWeekly,$117.65 ,3/28/2018,4/6/2018,9,FALSE,0
72,CA,"$2,808.00 ","$1,404.00 ",R,6,36,BiWeekly,$294.13 ,4/9/2018,4/17/2018,8,FALSE,0
48,TX,"$3,000.00 ","$1,500.00 ",R,12,6,BiWeekly,$128.49 ,4/9/2018,4/27/2018,18,FALSE,0
668,TX,"$1,602.00 ",$801.00 ,R,1,30,BiWeekly,$545.51 ,3/22/2018,4/4/2018,13,FALSE,0
388,CA,"$3,300.00 ",$825.00 ,R,63,36,Weekly,$300.00 ,3/30/2018,4/13/2018,14,FALSE,0
625,TX,"$3,500.00 ","$1,750.00 ",R,12,6,BiWeekly,$384.57 ,3/23/2018,3/30/2018,7,FALSE,0
1308,CA,$784.00 ,$392.00 ,R,81,12,BiWeekly,$235.30 ,2/27/2018,3/9/2018,10,FALSE,0
765,CA,"$2,000.00 ","$2,000.00 ",O,108,6,Monthly,$117.65 ,3/19/2018,3/30/2018,11,TRUE,1
358,CA,"$1,996.00 ",$499.00 ,R,133,36,Weekly,$300.00 ,3/31/2018,4/12/2018,12,TRUE,1
1769,CA,"$2,000.00 ","$1,000.00 ",R,104,15,BiWeekly,$205.89 ,2/12/2018,3/1/2018,17,FALSE,0
322,TX,"$2,500.00 ","$1,250.00 ",R,96,30,BiWeekly,$642.46 ,4/2/2018,4/20/2018,18,FALSE,0
1267,CA,$924.00 ,$462.00 ,R,84,36,BiMonthly,$294.12 ,2/27/2018,3/15/2018,16,FALSE,0
543,TX,"$3,000.00 ","$3,000.00 ",R,120,30,Monthly,$257.69 ,3/26/2018,4/26/2018,31,FALSE,0
714,CA,"$3,000.00 ","$1,500.00 ",R,24,18,BiWeekly,$117.65 ,3/21/2018,4/6/2018,16,FALSE,0
545,CA,"$4,500.00 ","$2,250.00 ",R,24,24,BiWeekly,$235.30 ,3/26/2018,4/16/2018,21,FALSE,0
912,TX,"$12,000.00 ","$6,000.00 ",R,60,36,BiWeekly,$641.36 ,3/13/2018,3/23/2018,10,TRUE,1
1842,TX,"$2,500.00 ","$2,500.00 ",O,108,6,Monthly,$385.89 ,2/6/2018,3/1/2018,23,FALSE,0
758,CA,"$1,956.00 ",$489.00 ,R,53,30,Weekly,$300.00 ,3/19/2018,3/30/2018,11,FALSE,0
1905,CA,"$1,200.00 ","$1,200.00 ",R,83,36,Monthly,$300.00 ,2/5/2018,3/5/2018,28,FALSE,0
1320,CA,"$3,000.00 ","$3,000.00 ",R,0,6,Monthly,$117.65 ,2/26/2018,3/29/2018,31,FALSE,0
1690,TX,"$4,500.00 ","$4,500.00 ",R,24,24,Monthly,$513.64 ,2/13/2018,2/28/2018,15,TRUE,1
279,TX,"$3,000.00 ","$1,500.00 ",R,12,6,BiWeekly,$385.31 ,4/3/2018,4/19/2018,16,FALSE,0
817,CA,"$8,000.00 ","$4,000.00 ",R,36,60,BiWeekly,$235.30 ,3/16/2018,3/30/2018,14,TRUE,1
538,CA,"$5,000.00 ","$5,000.00 ",R,120,18,Monthly,$235.30 ,3/26/2018,4/26/2018,31,FALSE,0
1498,CA,"$4,000.00 ","$2,000.00 ",R,460,36,BiWeekly,$300.00 ,2/20/2018,3/1/2018,9,FALSE,0
1147,TX,"$10,000.00 ","$5,000.00 ",R,12,6,BiWeekly,$256.65 ,3/4/2018,3/16/2018,12,FALSE,0
510,TX,"$5,000.00 ","$5,000.00 ",R,120,6,Monthly,$386.54 ,3/27/2018,4/27/2018,31,FALSE,0
770,CA,"$6,000.00 ","$3,000.00 ",R,36,9,BiWeekly,$235.30 ,3/19/2018,4/6/2018,18,TRUE,1
1924,CA,"$2,600.00 ","$1,300.00 ",R,38,30,BiWeekly,$300.00 ,2/3/2018,2/12/2018,9,FALSE,0
1733,CA,"$7,000.00 ","$3,500.00 ",R,60,6,BiWeekly,$117.65 ,2/12/2018,2/22/2018,10,FALSE,0
990,CA,"$2,000.00 ","$2,000.00 ",R,84,6,Monthly,$117.65 ,3/14/2018,4/3/2018,20,TRUE,1
1838,TX,"$3,500.00 ","$3,500.00 ",O,96,6,Monthly,$385.23 ,2/6/2018,2/21/2018,15,FALSE,0
204,CA,"$3,000.00 ","$3,000.00 ",R,36,12,Monthly,$117.65 ,4/5/2018,5/5/2018,30,FALSE,0
256,CA,"$2,500.00 ","$2,500.00 ",R,48,48,Monthly,$235.30 ,4/3/2018,4/11/2018,8,TRUE,1
1174,TX,"$9,000.00 ","$4,500.00 ",R,20,36,BiMonthly,$640.94 ,3/2/2018,3/9/2018,7,FALSE,0
1859,CA,"$1,200.00 ","$1,200.00 ",R,20,30,Monthly,$117.65 ,2/5/2018,3/2/2018,25,FALSE,0
194,TX,"$3,000.00 ","$1,500.00 ",R,48,30,BiMonthly,$256.76 ,4/5/2018,4/19/2018,14,FALSE,0
994,CA,"$12,000.00 ","$3,000.00 ",R,108,6,Weekly,$117.65 ,3/9/2018,3/23/2018,14,TRUE,1
1297,CA,"$1,684.00 ",$421.00 ,R,190,15,Weekly,$176.47 ,2/27/2018,3/9/2018,10,TRUE,1
20,CA,"$2,500.00 ","$1,250.00 ",R,12,12,BiWeekly,$235.30 ,4/9/2018,4/20/2018,11,FALSE,0
1636,CA,"$7,000.00 ","$3,500.00 ",R,24,30,BiWeekly,$294.12 ,2/14/2018,3/2/2018,16,FALSE,0
505,CA,"$2,500.00 ","$1,250.00 ",R,36,36,BiWeekly,$117.65 ,3/27/2018,4/10/2018,14,FALSE,0
1335,TX,"$2,700.00 ","$2,700.00 ",R,24,50,Monthly,$643.01 ,2/26/2018,3/20/2018,22,TRUE,1
1662,CA,"$1,216.00 ",$608.00 ,R,39,3,BiMonthly,$235.30 ,2/13/2018,2/28/2018,15,FALSE,0
1661,CA,"$1,400.00 ",$350.00 ,R,2,36,Weekly,$117.65 ,2/13/2018,2/23/2018,10,FALSE,0
1788,CA,"$4,800.00 ","$1,200.00 ",R,90,36,Weekly,$300.00 ,2/9/2018,2/21/2018,12,FALSE,0
528,TX,"$2,250.00 ","$1,125.00 ",R,12,6,BiWeekly,$513.97 ,3/26/2018,4/13/2018,18,TRUE,1
1901,TX,"$6,000.00 ","$6,000.00 ",O,170,36,Monthly,$643.15 ,2/5/2018,2/28/2018,23,TRUE,1
830,CA,"$4,580.00 ","$1,145.00 ",O,76,36,Weekly,$300.00 ,3/16/2018,3/28/2018,12,TRUE,1
350,CA,"$3,336.00 ",$834.00 ,R,36,30,Weekly,$300.00 ,4/1/2018,4/13/2018,12,FALSE,0
984,CA,"$2,000.00 ","$2,000.00 ",R,24,36,Monthly,$117.65 ,3/10/2018,4/10/2018,31,FALSE,0
437,CA,"$3,000.00 ","$1,500.00 ",R,76,36,BiMonthly,$235.30 ,3/28/2018,4/10/2018,13,FALSE,0
1540,CA,"$9,200.00 ","$4,600.00 ",R,27,36,BiWeekly,$300.00 ,2/16/2018,2/28/2018,12,FALSE,0
480,TX,"$4,500.00 ","$2,250.00 ",O,48,6,BiWeekly,$385.39 ,3/27/2018,4/13/2018,17,FALSE,0
637,CA,"$2,000.00 ","$2,000.00 ",R,12,12,Monthly,$235.30 ,3/23/2018,4/3/2018,11,FALSE,0
160,CA,"$3,000.00 ","$3,000.00 ",R,60,60,Monthly,$235.30 ,4/5/2018,4/30/2018,25,FALSE,0
248,CA,"$2,000.00 ","$2,000.00 ",R,60,6,Monthly,$235.30 ,4/3/2018,5/2/2018,29,FALSE,0
862,CA,"$4,150.00 ","$2,075.00 ",O,234,36,BiMonthly,$300.00 ,3/15/2018,3/30/2018,15,FALSE,0
1677,CA,"$6,000.00 ","$6,000.00 ",R,72,72,Monthly,$117.65 ,2/13/2018,3/2/2018,17,FALSE,0
1356,CA,$874.00 ,$874.00 ,R,24,36,Monthly,$264.71 ,2/25/2018,3/5/2018,8,FALSE,0
1787,CA,"$5,988.00 ","$5,988.00 ",O,575,15,Monthly,$300.00 ,2/9/2018,3/2/2018,21,FALSE,0
1040,CA,"$7,000.00 ","$3,500.00 ",R,96,30,BiWeekly,$235.30 ,3/12/2018,3/30/2018,18,TRUE,1
859,TX,"$5,000.00 ","$5,000.00 ",R,60,72,Monthly,$385.47 ,3/15/2018,4/2/2018,18,FALSE,0
601,CA,"$2,000.00 ","$2,000.00 ",R,12,6,Monthly,$117.65 ,3/23/2018,4/20/2018,28,FALSE,0
1475,CA,"$6,212.00 ","$3,106.00 ",R,74,36,BiWeekly,$300.00 ,2/20/2018,3/1/2018,9,FALSE,0
1214,TX,"$5,500.00 ","$5,500.00 ",O,172,36,Monthly,$642.60 ,3/1/2018,3/20/2018,19,TRUE,1
711,TX,"$2,500.00 ","$1,250.00 ",R,60,60,BiWeekly,$641.36 ,3/20/2018,3/30/2018,10,FALSE,0
1567,CA,"$1,772.00 ",$443.00 ,R,62,36,Weekly,$300.00 ,2/15/2018,2/23/2018,8,FALSE,0
1740,CA,"$2,000.00 ","$2,000.00 ",R,36,36,Monthly,$235.30 ,2/12/2018,2/28/2018,16,FALSE,0
776,TX,"$5,000.00 ","$5,000.00 ",R,60,24,Monthly,$641.50 ,3/19/2018,3/30/2018,11,TRUE,1
1900,CA,"$7,100.00 ","$3,550.00 ",R,45,36,BiWeekly,$300.00 ,2/5/2018,2/16/2018,11,FALSE,0
1264,CA,"$1,570.00 ","$1,570.00 ",R,52,36,Monthly,$300.00 ,2/28/2018,3/30/2018,30,FALSE,0
390,CA,"$2,000.00 ","$2,000.00 ",R,24,12,Monthly,$117.65 ,3/30/2018,4/18/2018,19,TRUE,1
146,TX,"$3,000.00 ","$1,500.00 ",R,54,30,BiMonthly,$449.34 ,4/6/2018,4/20/2018,14,FALSE,0
1667,TX,"$13,000.00 ","$6,500.00 ",R,60,30,BiMonthly,$642.05 ,2/13/2018,2/28/2018,15,FALSE,0
980,CA,"$1,500.00 ","$1,500.00 ",R,108,6,Monthly,$117.65 ,3/10/2018,4/3/2018,24,TRUE,1
418,CA,"$4,500.00 ","$4,500.00 ",R,48,6,Monthly,$117.65 ,3/29/2018,4/10/2018,12,FALSE,0
338,TX,"$5,500.00 ","$2,750.00 ",R,36,42,BiWeekly,$642.46 ,4/2/2018,4/20/2018,18,FALSE,0
1223,TX,"$1,500.00 ","$1,500.00 ",O,108,6,Monthly,$643.97 ,3/1/2018,3/30/2018,29,FALSE,0
1675,CA,"$6,000.00 ","$3,000.00 ",R,24,12,BiMonthly,$235.30 ,2/13/2018,2/28/2018,15,FALSE,0
1570,CA,"$2,692.00 ","$1,346.00 ",R,116,30,BiWeekly,$300.00 ,2/15/2018,3/2/2018,15,FALSE,0
250,CA,"$3,000.00 ","$3,000.00 ",R,108,6,Monthly,$117.65 ,4/3/2018,4/18/2018,15,FALSE,0
605,CA,"$2,500.00 ","$1,250.00 ",R,48,6,BiWeekly,$117.65 ,3/29/2018,4/13/2018,15,FALSE,0
927,CA,$923.00 ,$923.00 ,O,263,9,Monthly,$294.13 ,3/13/2018,3/30/2018,17,FALSE,0
1105,CA,"$9,000.00 ","$4,500.00 ",R,84,6,BiWeekly,$117.65 ,3/7/2018,3/21/2018,14,FALSE,0
1120,CA,"$2,136.00 ","$1,068.00 ",R,14,36,BiWeekly,$300.00 ,3/5/2018,3/23/2018,18,FALSE,0
1597,CA,"$7,250.00 ","$3,625.00 ",R,60,24,BiWeekly,$117.65 ,2/20/2018,3/1/2018,9,FALSE,0
1253,CA,"$4,000.00 ","$2,000.00 ",R,36,36,BiWeekly,$117.65 ,2/28/2018,3/9/2018,9,FALSE,0
874,CA,"$3,000.00 ","$1,500.00 ",R,108,6,BiWeekly,$117.65 ,3/14/2018,3/30/2018,16,TRUE,1
850,TX,"$13,000.00 ","$6,500.00 ",R,48,18,BiMonthly,$641.09 ,3/15/2018,3/23/2018,8,FALSE,0
187,CA,"$2,500.00 ","$2,500.00 ",R,12,12,Monthly,$235.30 ,4/5/2018,4/30/2018,25,FALSE,0
111,CA,"$1,234.00 ","$1,234.00 ",O,41,15,Monthly,$300.00 ,4/7/2018,5/3/2018,26,TRUE,1
1524,CA,"$2,168.00 ",$542.00 ,R,140,36,Weekly,$300.00 ,2/19/2018,3/2/2018,11,FALSE,0
170,CA,"$3,000.00 ","$1,500.00 ",R,24,12,BiWeekly,$300.00 ,4/5/2018,4/13/2018,8,FALSE,0
419,CA,"$2,000.00 ","$2,000.00 ",R,36,36,Monthly,$235.30 ,3/29/2018,4/19/2018,21,TRUE,1
141,CA,"$4,500.00 ","$2,250.00 ",R,108,12,BiMonthly,$235.30 ,4/6/2018,4/27/2018,21,FALSE,0
1630,TX,"$1,500.00 ","$1,500.00 ",R,96,6,Monthly,$642.19 ,2/14/2018,3/2/2018,16,FALSE,0
1154,CA,"$2,998.00 ","$1,499.00 ",R,347,36,BiMonthly,$176.47 ,3/3/2018,3/21/2018,18,FALSE,0
366,CA,$996.00 ,$498.00 ,R,12,36,BiWeekly,$294.12 ,3/31/2018,4/20/2018,20,TRUE,1
298,TX,"$1,500.00 ","$1,500.00 ",R,12,6,Monthly,$643.97 ,4/2/2018,5/1/2018,29,TRUE,1
496,CA,"$6,000.00 ","$6,000.00 ",R,48,6,Monthly,$235.30 ,3/27/2018,4/27/2018,31,TRUE,1
1907,CA,"$4,800.00 ","$1,200.00 ",R,71,30,Weekly,$300.00 ,2/5/2018,2/16/2018,11,FALSE,0
36,CA,"$3,200.00 ","$3,200.00 ",R,60,60,Monthly,$235.30 ,4/9/2018,5/7/2018,28,FALSE,0
25,CA,"$3,000.00 ","$1,500.00 ",R,36,24,BiWeekly,$117.65 ,4/9/2018,4/24/2018,15,FALSE,0
1820,CA,"$3,625.00 ","$3,625.00 ",R,60,60,Monthly,$235.30 ,2/8/2018,3/2/2018,22,FALSE,0
1270,CA,"$2,188.00 ","$1,094.00 ",R,39,3,BiWeekly,$300.00 ,2/27/2018,3/16/2018,17,FALSE,0
1617,CA,"$5,000.00 ","$2,500.00 ",R,24,6,BiWeekly,$117.65 ,2/14/2018,3/2/2018,16,TRUE,1
1449,CA,"$1,500.00 ","$1,500.00 ",O,108,6,Monthly,$117.65 ,2/21/2018,3/2/2018,9,FALSE,0
266,CA,"$5,500.00 ","$5,500.00 ",R,27,55,Monthly,$294.12 ,4/3/2018,4/30/2018,27,FALSE,0
1949,CA,"$1,550.00 ",$775.00 ,R,138,36,BiWeekly,$294.12 ,2/1/2018,2/22/2018,21,FALSE,0
27,CA,"$5,000.00 ","$2,500.00 ",R,36,6,BiWeekly,$235.30 ,4/11/2018,4/27/2018,16,TRUE,1
655,CA,$554.00 ,$277.00 ,R,264,9,BiWeekly,$176.48 ,3/22/2018,4/11/2018,20,TRUE,1
1408,TX,"$3,000.00 ","$3,000.00 ",R,24,30,Monthly,$642.73 ,2/22/2018,3/14/2018,20,FALSE,0
1742,CA,"$1,088.00 ",$544.00 ,R,24,15,BiMonthly,$300.00 ,2/12/2018,2/28/2018,16,TRUE,1
1386,CA,"$3,400.00 ","$3,400.00 ",O,533,36,Monthly,$264.71 ,2/23/2018,3/5/2018,10,FALSE,0
584,CA,"$3,000.00 ","$1,500.00 ",R,20,21,BiMonthly,$235.30 ,3/24/2018,4/5/2018,12,FALSE,0
1843,CA,"$5,502.00 ","$2,751.00 ",R,36,24,BiMonthly,$117.65 ,2/6/2018,2/23/2018,17,FALSE,0
801,CA,"$7,000.00 ","$3,500.00 ",R,36,6,BiWeekly,$235.30 ,3/17/2018,4/2/2018,16,FALSE,0
564,TX,"$3,552.00 ","$1,776.00 ",R,54,6,BiWeekly,$385.56 ,3/25/2018,4/13/2018,19,FALSE,0
2000,CA,"$3,000.00 ","$1,500.00 ",R,27,15,BiWeekly,$300.00 ,1/31/2018,2/16/2018,16,TRUE,1
967,CA,"$5,000.00 ","$5,000.00 ",O,108,6,Monthly,$117.65 ,3/11/2018,3/21/2018,10,FALSE,0
1637,TX,"$4,500.00 ","$4,500.00 ",R,96,6,Monthly,$642.05 ,2/14/2018,3/1/2018,15,FALSE,0
378,CA,"$10,000.00 ","$5,000.00 ",R,39,36,BiWeekly,$300.00 ,3/30/2018,4/20/2018,21,FALSE,0
1829,CA,"$1,935.00 ","$1,935.00 ",R,84,36,Monthly,$300.00 ,2/9/2018,3/1/2018,20,FALSE,0
1254,CA,"$13,000.00 ","$6,500.00 ",R,60,30,BiWeekly,$117.65 ,2/28/2018,3/16/2018,16,FALSE,0
1765,CA,$775.00 ,$775.00 ,R,49,30,Monthly,$235.30 ,2/12/2018,3/15/2018,31,FALSE,0
923,CA,"$2,100.00 ","$2,100.00 ",O,52,36,Monthly,$300.00 ,3/13/2018,3/30/2018,17,FALSE,0
1863,CA,"$4,200.00 ","$2,100.00 ",R,26,36,BiMonthly,$300.00 ,2/5/2018,2/15/2018,10,FALSE,0
544,TX,"$5,000.00 ","$5,000.00 ",R,12,18,Monthly,$257.69 ,3/26/2018,4/26/2018,31,FALSE,0
1066,TX,"$10,000.00 ","$5,000.00 ",O,84,6,BiWeekly,$641.23 ,3/7/2018,3/16/2018,9,TRUE,1
379,CA,"$1,548.00 ",$774.00 ,R,13,36,BiWeekly,$300.00 ,3/30/2018,4/20/2018,21,FALSE,0
128,CA,"$6,500.00 ","$3,250.00 ",R,60,30,BiWeekly,$117.65 ,4/6/2018,4/20/2018,14,FALSE,0
1321,CA,"$6,000.00 ","$3,000.00 ",R,126,3,BiMonthly,$235.30 ,2/26/2018,3/20/2018,22,FALSE,0
1081,CA,"$5,000.00 ","$5,000.00 ",O,12,6,Monthly,$117.65 ,3/6/2018,3/30/2018,24,TRUE,1
1734,CA,"$7,000.00 ","$3,500.00 ",R,36,18,BiWeekly,$117.65 ,2/12/2018,3/1/2018,17,FALSE,0
1239,CA,"$9,000.00 ","$4,500.00 ",R,48,6,BiMonthly,$235.30 ,2/28/2018,3/16/2018,16,FALSE,0
1945,CA,"$2,102.00 ","$1,051.00 ",R,24,30,BiMonthly,$300.00 ,2/1/2018,2/22/2018,21,FALSE,0
400,CA,"$3,400.00 ","$3,400.00 ",R,28,30,Monthly,$300.00 ,3/29/2018,4/24/2018,26,FALSE,0
